,x_coor,y_coor,frame
1647,265,0,242
1648,341,401,243
1649,276,279,243
1650,404,262,243
1651,408,258,243
1652,403,255,243
1653,40,237,243
1654,453,167,243
1655,558,145,243
1656,364,69,243
1657,431,19,243
1658,266,0,243
1659,406,261,244
1660,333,229,244
1661,557,145,244
1662,429,44,244
1663,432,18,244
1664,267,0,244
1665,343,400,245
1666,409,257,245
1667,40,236,245
1668,558,145,245
1669,362,67,245
1670,428,36,245
1671,432,18,245
1672,267,0,245
1673,343,400,246
1674,278,278,246
1675,407,260,246
1676,41,236,246
1677,432,18,246
1678,268,0,246
1679,406,260,247
1680,559,144,247
1681,447,88,247
1682,268,0,247
1683,334,227,248
1684,562,144,248
1685,361,67,248
1686,432,18,248
1687,269,0,248
1688,344,399,249
1689,407,259,249
1690,411,254,249
1691,406,252,249
1692,334,227,249
1693,453,168,249
1694,571,113,249
1695,269,0,249
1696,409,258,250
1697,331,235,250
1698,362,65,250
1699,436,34,250
1700,423,30,250
1701,435,26,250
1702,433,17,250
1703,269,0,250
1704,447,431,251
1705,380,260,251
1706,412,254,251
1707,435,127,251
1708,448,430,252
1709,573,266,252
1710,381,260,252
1711,41,235,252
1712,357,173,252
1713,565,141,252
1714,361,64,252
1715,449,429,253
1716,407,256,253
1717,413,253,253
1718,564,141,253
1719,360,64,253
1720,270,0,253
1721,450,429,254
1722,380,257,254
1723,335,225,254
1724,357,172,254
1725,443,32,254
1726,271,0,254
1727,381,258,255
1728,414,252,255
1729,335,225,255
1730,360,63,255
1731,431,34,255
1732,271,0,255
1733,582,263,256
1734,576,262,256
1735,412,255,256
1736,333,230,256
1737,566,139,256
1738,272,0,256
1739,577,261,257
1740,383,257,257
1741,410,254,257
1742,41,234,257
1743,360,61,257
1744,439,34,257
1745,426,30,257
1746,273,0,257
1747,584,261,258
1748,578,260,258
1749,415,250,258
1750,410,247,258
1751,41,233,258
1752,335,225,258
1753,433,35,258
1754,273,0,258
1755,579,259,259
1756,412,254,259
1757,416,250,259
1758,334,225,259
1759,357,169,259
1760,446,33,259
1761,274,0,259
1762,348,394,260
1763,580,258,260
1764,381,255,260
1765,414,253,260
1766,416,252,260
1767,335,225,260
1768,360,169,260
1769,358,58,260
1770,413,253,261
1771,417,249,261
1772,571,136,261
1773,451,123,261
1774,275,0,261
1775,384,253,262
1776,413,252,262
1777,358,166,262
1778,359,58,262
1779,418,247,263
1780,416,245,263
1781,360,167,263
1782,358,58,263
1783,436,36,263
1784,276,0,263
1785,584,253,264
1786,629,240,264
1787,415,251,264
1788,419,247,264
1789,412,245,264
1790,358,165,264
1791,358,56,264
1792,276,0,264
1793,417,250,265
1794,419,245,265
1795,417,244,265
1796,358,56,265
1797,292,274,266
1798,415,249,266
1799,420,245,266
1800,418,243,266
1801,277,0,266
1802,417,248,267
1803,42,231,267
1804,358,163,267
1805,642,245,268
1806,417,248,268
1807,421,246,268
1808,357,54,268
1809,278,0,268
1810,350,395,269
1811,293,272,269
1812,642,249,269
1813,418,247,269
1814,458,70,269
1815,357,53,269
1816,279,0,269
1817,293,272,270
1818,421,240,270
1819,359,163,270
1820,279,0,270
1821,424,242,271
1822,357,52,271
1823,453,20,271
1824,447,20,271
1825,280,0,271
1826,643,241,272
1827,421,245,272
1828,359,161,272
1829,454,19,272
1830,643,240,273
1831,423,244,273
1832,360,160,273
1833,355,50,273
1834,456,19,273
1835,448,19,273
1836,281,0,273
1837,352,394,274
1838,424,243,274
1839,360,161,274
1840,577,125,274
1841,356,50,274
1842,446,37,274
1843,449,19,274
1844,282,0,274
1845,352,394,275
1846,356,49,275
1847,447,37,275
1848,283,0,275
1849,353,393,276
1850,296,270,276
1851,577,102,276
1852,355,49,276
1853,452,19,276
1854,461,18,276
1855,283,0,276
1856,353,393,277
1857,429,236,277
1858,355,48,277
1859,454,19,277
1860,462,18,277
1861,284,0,277
1862,354,393,278
1863,463,111,278
1864,463,18,278
1865,285,0,278
1866,428,239,279
1867,577,122,279
1868,464,110,279
1869,457,18,279
1870,464,17,279
1871,286,0,279
1872,354,393,280
1873,429,238,280
1874,466,17,280
1875,287,0,280
1876,636,241,281
1877,430,237,281
1878,354,46,281
1879,459,18,281
1880,467,17,281
1881,288,0,281
1882,642,250,282
1883,354,45,282
1884,463,35,282
1885,450,31,282
1886,460,18,282
1887,468,16,282
1888,289,0,282
1889,514,290,283
1890,434,231,283
1891,469,55,283
1892,354,45,283
1893,469,16,283
1894,289,0,283
1895,608,233,284
1896,602,232,284
1897,435,229,284
1898,433,228,284
1899,470,107,284
1900,466,35,284
1901,463,18,284
1902,470,16,284
1903,290,0,284
1904,642,248,285
1905,641,236,285
1906,433,234,285
1907,580,118,285
1908,355,43,285
1909,471,16,285
1910,645,234,286
1911,433,233,286
1912,364,156,286
1913,355,42,286
1914,291,0,286
1915,644,233,287
1916,433,232,287
1917,437,230,287
1918,365,156,287
1919,291,0,287
1920,642,244,288
1921,644,233,288
1922,434,231,288
1923,438,226,288
1924,471,101,288
1925,356,42,288
1926,643,244,289
1927,645,233,289
1928,437,230,289
1929,292,0,289
1930,643,243,290
1931,645,233,290
1932,440,225,290
1933,438,223,290
1934,581,105,290
1935,292,0,290
1936,643,239,291
1937,645,233,291
1938,435,228,291
1939,441,225,291
1940,481,15,291
1941,293,0,291
1942,437,228,292
1943,441,223,292
1944,436,221,292
1945,465,36,292
1946,478,33,292
1947,475,16,292
1948,483,15,292
1949,293,0,292
1950,440,227,293
1951,440,221,293
1952,361,41,293
1953,483,32,293
1954,486,15,293
1955,294,0,293
1956,645,236,294
1957,440,227,294
1958,586,103,294
1959,488,15,294
1960,294,0,294
1961,399,234,295
1962,443,222,295
1963,441,220,295
1964,476,31,295
1965,470,29,295
1966,480,16,295
1967,490,15,295
1968,294,0,295
1969,647,235,296
1970,438,226,296
1971,444,222,296
1972,361,41,296
1973,493,15,296
1974,295,0,296
1975,47,225,297
1976,442,225,297
1977,444,223,297
1978,363,37,297
1979,483,16,297
1980,295,0,297
1981,445,218,298
1982,364,37,298
1983,488,33,298
1984,485,18,298
1985,497,15,298
1986,296,0,298
1987,401,231,299
1988,367,151,299
1989,365,37,299
1990,499,15,299
1991,296,0,299
1992,442,224,300
1993,446,217,300
1994,500,15,300
1995,488,15,300
1996,297,0,300
1997,369,150,301
1998,502,15,301
1999,297,0,301
2000,447,220,302
2001,504,15,302
2002,298,0,302
2003,597,107,303
2004,497,33,303
2005,506,15,303
2006,299,0,303
2007,365,388,304
2008,443,222,304
2009,368,147,304
2010,591,102,304
2011,484,92,304
2012,486,35,304
2013,499,32,304
2014,508,15,304
2015,496,15,304
2016,300,0,304
2017,366,389,305
2018,444,222,305
2019,445,221,305
2020,591,102,305
2021,509,15,305
2022,498,15,305
2023,300,0,305
2024,448,217,306
2025,370,150,306
2026,611,141,306
2027,592,101,306
2028,486,90,306
2029,511,15,306
2030,500,15,306
2031,301,0,306
2032,48,222,307
2033,444,221,307
2034,448,219,307
2035,611,141,307
2036,508,31,307
2037,512,14,307
2038,302,0,307
2039,449,217,308
2040,444,214,308
2041,611,141,308
2042,514,14,308
2043,303,0,308
2044,670,232,309
2045,405,226,309
2046,445,220,309
2047,370,145,309
2048,611,141,309
2049,488,88,309
2050,516,14,309
2051,304,0,309
2052,407,226,310
2053,446,220,310
2054,450,216,310
2055,370,145,310
2056,611,141,310
2057,508,15,310
2058,304,0,310
2059,450,215,311
2060,371,144,311
2061,518,31,311
2062,509,15,311
2063,305,0,311
2064,670,235,312
2065,670,227,312
2066,446,219,312
2067,377,39,312
2068,514,32,312
2069,501,28,312
2070,511,15,312
2071,520,14,312
2072,306,0,312
2073,670,236,313
2074,658,229,313
2075,670,227,313
2076,451,215,313
2077,609,108,313
2078,595,97,313
2079,513,15,313
2080,521,14,313
2081,307,0,313
2082,670,226,314
2083,49,220,314
2084,447,218,314
2085,451,213,314
2086,493,86,314
2087,521,31,314
2088,515,15,314
2089,522,14,314
2090,307,0,314
2091,670,237,315
2092,670,226,315
2093,446,217,315
2094,452,214,315
2095,336,190,315
2096,371,143,315
2097,614,140,315
2098,596,95,315
2099,495,84,315
2100,523,31,315
2101,524,15,315
2102,517,15,315
2103,308,0,315
2104,671,226,316
2105,452,213,316
2106,450,211,316
2107,614,140,316
2108,494,84,316
2109,525,14,316
2110,308,0,316
2111,671,226,317
2112,449,217,317
2113,450,210,317
2114,614,140,317
2115,596,95,317
2116,497,84,317
2117,309,0,317
2118,319,262,318
2119,671,238,318
2120,50,220,318
2121,309,0,318
2122,671,238,319
2123,449,216,319
2124,451,209,319
2125,372,142,319
2126,381,35,319
2127,309,0,319
2128,320,262,320
2129,670,239,320
2130,50,219,320
2131,448,215,320
2132,373,141,320
2133,598,95,320
2134,382,35,320
2135,519,29,320
2136,310,0,320
2137,670,239,321
2138,636,226,321
2139,454,211,321
2140,452,209,321
2141,373,141,321
2142,310,0,321
2143,322,262,322
2144,670,239,322
2145,51,218,322
2146,454,214,322
2147,532,33,322
2148,538,31,322
2149,311,0,322
2150,671,239,323
2151,451,215,323
2152,454,214,323
2153,312,0,323
2154,322,261,324
2155,50,217,324
2156,455,210,324
2157,453,207,324
2158,539,16,324
2159,414,220,325
2160,455,210,325
2161,451,207,325
2162,374,140,325
2163,540,16,325
2164,534,16,325
2165,313,0,325
2166,50,217,326
2167,451,214,326
2168,455,213,326
2169,528,34,326
2170,542,16,326
2171,535,16,326
2172,314,0,326
2173,324,261,327
2174,646,231,327
2175,640,230,327
2176,453,213,327
2177,456,210,327
2178,613,143,327
2179,603,96,327
2180,386,35,327
2181,543,16,327
2182,315,0,327
2183,671,240,328
2184,670,225,328
2185,50,216,328
2186,456,209,328
2187,449,209,328
2188,375,139,328
2189,602,97,328
2190,546,32,328
2191,545,17,328
2192,538,16,328
2193,315,0,328
2194,670,240,329
2195,670,225,329
2196,452,213,329
2197,375,138,329
2198,387,35,329
2199,546,17,329
2200,540,17,329
2201,316,0,329
2202,670,240,330
2203,670,226,330
2204,418,219,330
2205,52,217,330
2206,453,213,330
2207,456,211,330
2208,548,17,330
2209,541,17,330
2210,316,0,330
2211,670,240,331
2212,670,226,331
2213,452,212,331
2214,568,107,331
2215,509,80,331
2216,536,34,331
2217,550,17,331
2218,542,17,331
2219,316,0,331
2220,670,240,332
2221,670,227,332
2222,452,212,332
2223,457,208,332
2224,455,206,332
2225,453,205,332
2226,510,80,332
2227,389,35,332
2228,317,0,332
2229,381,384,333
2230,670,240,333
2231,670,227,333
2232,419,216,333
2233,457,211,333
2234,377,138,333
2235,607,98,333
2236,511,78,333
2237,553,33,333
2238,545,17,333
2239,317,0,333
2240,670,240,334
2241,670,227,334
2242,51,215,334
2243,455,211,334
2244,377,138,334
2245,555,33,334
2246,554,17,334
2247,318,0,334
2248,671,240,335
2249,671,228,335
2250,419,217,335
2251,51,214,335
2252,609,100,335
2253,514,78,335
2254,556,18,335
2255,547,17,335
2256,318,0,335
2257,670,239,336
2258,671,229,336
2259,51,214,336
2260,454,211,336
2261,391,35,336
2262,557,19,336
2263,549,17,336
2264,319,0,336
2265,384,384,337
2266,671,239,337
2267,672,229,337
2268,455,211,337
2269,456,209,337
2270,516,79,337
2271,392,35,337
2272,558,18,337
2273,551,18,337
2274,320,0,337
2275,385,384,338
2276,456,210,338
2277,615,102,338
2278,516,77,338
2279,555,35,338
2280,392,35,338
2281,559,19,338
2282,552,18,338
2283,320,0,338
2284,385,384,339
2285,422,216,339
2286,457,204,339
2287,378,135,339
2288,393,35,339
2289,560,19,339
2290,554,18,339
2291,321,0,339
2292,386,384,340
2293,670,338,340
2294,330,259,340
2295,456,210,340
2296,457,203,340
2297,520,78,340
2298,395,35,340
2299,321,0,340
2300,387,384,341
2301,651,233,341
2302,53,214,341
2303,456,210,341
2304,457,209,341
2305,574,105,341
2306,520,78,341
2307,396,35,341
2308,322,0,341
2309,53,213,342
2310,379,134,342
2311,620,103,342
2312,396,35,342
2313,323,0,342
2314,389,382,343
2315,331,259,343
2316,653,235,343
2317,647,234,343
2318,456,209,343
2319,460,203,343
2320,458,202,343
2321,379,134,343
2322,521,76,343
2323,397,35,343
2324,323,0,343
2325,551,392,344
2326,389,383,344
2327,333,259,344
2328,648,234,344
2329,53,212,344
2330,398,35,344
2331,324,0,344
2332,675,232,345
2333,54,212,345
2334,458,208,345
2335,399,35,345
2336,324,0,345
2337,390,383,346
2338,675,233,346
2339,461,204,346
2340,380,133,346
2341,623,107,346
2342,400,35,346
2343,325,0,346
2344,671,342,347
2345,670,334,347
2346,54,212,347
2347,457,208,347
2348,461,204,347
2349,380,133,347
2350,400,35,347
2351,325,0,347
2352,670,333,348
2353,675,236,348
2354,402,35,348
2355,574,21,348
2356,325,0,348
2357,670,344,349
2358,658,336,349
2359,670,333,349
2360,754,236,349
2361,462,202,349
2362,402,35,349
2363,326,0,349
2364,670,343,350
2365,658,337,350
2366,671,334,350
2367,458,207,350
2368,462,203,350
2369,460,201,350
2370,458,200,350
2371,381,132,350
2372,638,115,350
2373,628,111,350
2374,573,38,350
2375,403,35,350
2376,578,22,350
2377,570,21,350
2378,326,0,350
2379,670,344,351
2380,670,332,351
2381,334,258,351
2382,458,200,351
2383,381,132,351
2384,639,115,351
2385,580,23,351
2386,326,0,351
2387,560,389,352
2388,670,332,352
2389,460,206,352
2390,581,22,352
2391,326,0,352
2392,670,332,353
2393,54,210,353
2394,458,206,353
2395,463,202,353
2396,670,174,353
2397,640,118,353
2398,581,38,353
2399,584,24,353
2400,326,0,353
2401,671,344,354
2402,670,332,354
2403,754,235,354
2404,463,202,354
2405,457,200,354
2406,408,34,354
2407,584,23,354
2408,327,0,354
2409,671,344,355
2410,671,332,355
2411,55,210,355
2412,460,206,355
2413,671,181,355
2414,670,172,355
2415,409,34,355
2416,586,24,355
2417,578,22,355
2418,327,0,355
2419,671,344,356
2420,671,332,356
2421,55,210,356
2422,670,183,356
2423,670,172,356
2424,411,34,356
2425,587,24,356
2426,580,23,356
2427,327,0,356
2428,671,332,357
2429,754,234,357
2430,754,227,357
2431,434,211,357
2432,459,205,357
2433,596,96,357
2434,589,24,357
2435,582,23,357
2436,327,0,357
2437,670,345,358
2438,680,237,358
2439,754,227,358
2440,464,201,358
2441,671,183,358
2442,671,172,358
2443,413,34,358
2444,590,24,358
2445,327,0,358
2446,670,345,359
2447,754,228,359
2448,55,210,359
2449,464,201,359
2450,462,198,359
2451,587,41,359
2452,591,24,359
2453,328,0,359
2454,670,345,360
2455,754,229,360
2456,462,198,360
2457,671,184,360
2458,417,34,360
2459,592,25,360
2460,328,0,360
2461,670,345,361
2462,460,204,361
2463,462,197,361
2464,385,131,361
2465,594,25,361
2466,587,24,361
2467,328,0,361
2468,56,210,362
2469,461,204,362
2470,329,0,362
2471,670,170,363
2472,599,40,363
2473,329,0,363
2474,670,330,364
2475,670,241,364
2476,664,241,364
2477,57,210,364
2478,465,199,364
2479,671,185,364
2480,670,170,364
2481,385,128,364
2482,330,0,364
2483,670,330,365
2484,686,235,365
2485,461,203,365
2486,465,199,365
2487,671,185,365
2488,670,170,365
2489,425,34,365
2490,330,0,365
2491,670,330,366
2492,57,210,366
2493,462,203,366
2494,670,185,366
2495,670,170,366
2496,603,41,366
2497,427,33,366
2498,331,0,366
2499,405,381,367
2500,671,344,367
2501,671,329,367
2502,441,209,367
2503,463,202,367
2504,670,185,367
2505,670,170,367
2506,605,41,367
2507,428,34,367
2508,331,0,367
2509,670,343,368
2510,671,329,368
2511,58,210,368
2512,466,198,368
2513,670,185,368
2514,670,170,368
2515,606,41,368
2516,430,33,368
2517,604,26,368
2518,598,25,368
2519,332,0,368
2520,671,343,369
2521,672,329,369
2522,462,202,369
2523,466,198,369
2524,671,185,369
2525,671,170,369
2526,608,41,369
2527,432,33,369
2528,333,0,369
2529,670,341,370
2530,672,329,370
2531,58,209,370
2532,597,191,370
2533,463,202,370
2534,671,185,370
2535,671,170,370
2536,607,26,370
2537,333,0,370
2538,670,340,371
2539,462,201,371
2540,671,185,371
2541,670,131,371
2542,670,121,371
2543,612,80,371
2544,609,26,371
2545,601,25,371
2546,334,0,371
2547,670,338,372
2548,671,329,372
2549,60,209,372
2550,462,201,372
2551,467,197,372
2552,671,185,372
2553,670,133,372
2554,670,121,372
2555,610,26,372
2556,334,0,372
2557,445,209,373
2558,467,195,373
2559,463,194,373
2560,670,184,373
2561,670,134,373
2562,670,120,373
2563,438,34,373
2564,335,0,373
2565,447,210,374
2566,467,199,374
2567,670,183,374
2568,670,173,374
2569,387,130,374
2570,670,120,374
2571,614,27,374
2572,335,0,374
2573,672,332,375
2574,465,200,375
2575,670,182,375
2576,670,173,375
2577,670,135,375
2578,671,120,375
2579,608,26,375
2580,335,0,375
2581,59,209,376
2582,468,196,376
2583,462,194,376
2584,658,138,376
2585,670,135,376
2586,617,27,376
2587,336,0,376
2588,413,378,377
2589,465,200,377
2590,468,196,377
2591,464,193,377
2592,670,135,377
2593,616,80,377
2594,560,76,377
2595,617,42,377
2596,611,26,377
2597,336,0,377
2598,672,177,378
2599,671,135,378
2600,670,121,378
2601,448,32,378
2602,620,27,378
2603,613,26,378
2604,337,0,378
2605,415,378,379
2606,466,199,379
2607,469,196,379
2608,660,139,379
2609,670,134,379
2610,671,121,379
2611,621,27,379
2612,613,26,379
2613,337,0,379
2614,416,377,380
2615,465,199,380
2616,469,195,380
2617,467,193,380
2618,671,134,380
2619,670,122,380
2620,623,42,380
2621,622,27,380
2622,614,26,380
2623,337,0,380
2624,345,256,381
2625,469,194,381
2626,467,192,381
2627,670,132,381
2628,671,122,381
2629,623,27,381
2630,337,0,381
2631,467,198,382
2632,338,0,382
2633,419,376,383
2634,468,192,383
2635,626,27,383
2636,620,27,383
2637,338,0,383
2638,459,31,384
2639,627,27,384
2640,621,27,384
2641,338,0,384
2642,614,190,385
2643,467,198,385
2644,470,196,385
2645,421,377,386
2646,667,136,386
2647,675,128,386
2648,339,0,386
2649,347,256,387
2650,466,197,387
2651,471,193,387
2652,339,0,387
2653,456,211,388
2654,62,209,388
2655,467,197,388
2656,471,195,388
2657,339,0,388
2658,681,244,389
2659,675,243,389
2660,468,197,389
2661,571,75,389
2662,634,27,389
2663,339,0,389
2664,472,192,390
2665,572,76,390
2666,623,45,390
2667,635,43,390
2668,629,27,390
2669,339,0,390
2670,459,210,391
2671,674,134,391
2672,637,28,391
2673,339,0,391
2674,698,242,392
2675,460,211,392
2676,673,134,392
2677,626,45,392
2678,639,44,392
2679,639,27,392
2680,632,27,392
2681,339,0,392
2682,350,256,393
2683,461,211,393
2684,472,189,393
2685,674,133,393
2686,573,73,393
2687,641,27,393
2688,339,0,393
2689,471,195,394
2690,675,133,394
2691,476,30,394
2692,642,27,394
2693,635,27,394
2694,339,0,394
2695,471,195,395
2696,471,188,395
2697,670,156,395
2698,671,150,395
2699,685,135,395
2700,678,132,395
2701,574,73,395
2702,645,43,395
2703,644,27,395
2704,339,0,395
2705,429,374,396
2706,463,212,396
2707,470,195,396
2708,474,188,396
2709,671,156,396
2710,686,135,396
2711,577,74,396
2712,644,43,396
2713,645,27,396
2714,638,27,396
2715,339,0,396
2716,679,243,397
2717,465,212,397
2718,474,189,397
2719,469,188,397
2720,670,158,397
2721,687,135,397
2722,680,132,397
2723,646,28,397
2724,640,27,397
2725,340,0,397
2726,466,212,398
2727,472,194,398
2728,670,146,398
2729,643,45,398
2730,484,33,398
2731,340,0,398
2732,351,256,399
2733,475,190,399
2734,689,134,399
2735,635,45,399
2736,649,27,399
2737,642,27,399
2738,340,0,399
2739,471,194,400
2740,468,193,400
2741,470,187,400
2742,671,161,400
2743,652,43,400
2744,487,31,400
2745,340,0,400
2746,473,187,401
2747,670,162,401
2748,670,147,401
2749,691,133,401
2750,683,130,401
2751,489,29,401
2752,651,27,401
2753,644,27,401
2754,340,0,401
2755,434,371,402
2756,473,193,402
2757,670,162,402
2758,435,372,403
2759,472,193,403
2760,469,192,403
2761,670,162,403
2762,493,29,403
2763,341,0,403
2764,595,279,404
2765,474,192,404
2766,495,29,404
2767,342,0,404
2768,437,371,405
2769,66,207,405
2770,477,188,405
2771,670,162,405
2772,497,29,405
2773,342,0,405
2774,474,192,406
2775,477,191,406
2776,671,162,406
2777,343,0,406
2778,478,186,407
2779,670,161,407
2780,670,150,407
2781,641,109,407
2782,500,29,407
2783,343,0,407
2784,441,367,408
2785,476,191,408
2786,670,160,408
2787,670,150,408
2788,686,128,408
2789,662,56,408
2790,670,53,408
2791,344,0,408
2792,476,191,409
2793,479,185,409
2794,344,0,409
2795,691,244,410
2796,480,187,410
2797,476,183,410
2798,506,29,410
2799,345,0,410
2800,474,217,411
2801,476,190,411
2802,385,130,411
2803,507,29,411
2804,346,0,411
2805,693,244,412
2806,475,217,412
2807,479,183,412
2808,672,155,412
2809,690,130,412
2810,385,130,412
2811,510,29,412
2812,346,0,412
2813,478,189,413
2814,666,41,413
2815,512,31,413
2816,347,0,413
2817,701,245,414
2818,695,244,414
2819,480,188,414
2820,703,146,414
2821,677,144,414
2822,691,131,414
2823,348,0,414
2824,477,187,415
2825,479,181,415
2826,348,0,415
2827,478,219,416
2828,479,180,416
2829,691,132,416
2830,676,48,416
2831,349,0,416
2832,447,368,417
2833,479,219,417
2834,704,147,417
2835,678,145,417
2836,663,28,417
2837,350,0,417
2838,70,207,418
2839,485,185,418
2840,692,133,418
2841,672,56,418
2842,350,0,418
2843,687,150,419
2844,673,58,419
2845,351,0,419
2846,481,222,420
2847,687,147,420
2848,675,61,420
2849,665,30,420
2850,351,0,420
2851,451,366,421
2852,482,221,421
2853,486,178,421
2854,705,144,421
2855,679,142,421
2856,592,73,421
2857,676,64,421
2858,670,50,421
2859,678,47,421
2860,351,0,421
2861,70,206,422
2862,705,143,422
2863,677,66,422
2864,352,0,422
2865,453,365,423
2866,485,183,423
2867,490,179,423
2868,483,179,423
2869,484,177,423
2870,485,176,423
2871,706,144,423
2872,697,144,423
2873,678,69,423
2874,529,27,423
2875,352,0,423
2876,697,143,424
2877,531,27,424
2878,353,0,424
2879,681,74,425
2880,669,33,425
2881,353,0,425
2882,71,207,426
2883,595,79,426
2884,682,77,426
2885,669,34,426
2886,353,0,426
2887,457,362,427
2888,493,179,427
2889,691,140,427
2890,680,136,427
2891,683,79,427
2892,593,78,427
2893,669,35,427
2894,353,0,427
2895,457,365,428
2896,487,227,428
2897,491,180,428
2898,707,141,428
2899,694,123,428
2900,684,81,428
2901,353,0,428
2902,614,275,429
2903,714,246,429
2904,491,172,429
2905,699,140,429
2906,691,140,429
2907,706,136,429
2908,692,121,429
2909,685,84,429
2910,671,38,429
2911,353,0,429
2912,496,174,430
2913,491,172,430
2914,692,120,430
2915,686,86,430
2916,672,51,430
2917,542,26,430
2918,353,0,430
2919,655,214,431
2920,493,178,431
2921,493,171,431
2922,687,88,431
2923,353,0,431
2924,490,228,432
2925,496,171,432
2926,491,170,432
2927,670,121,432
2928,594,83,432
2929,353,0,432
2930,492,228,433
2931,499,172,433
2932,670,121,433
2933,693,118,433
2934,689,93,433
2935,669,55,433
2936,353,0,433
2937,491,230,434
2938,496,176,434
2939,500,171,434
2940,670,121,434
2941,691,95,434
2942,673,45,434
2943,353,0,434
2944,501,170,435
2945,670,131,435
2946,670,121,435
2947,692,97,435
2948,353,0,435
2949,464,362,436
2950,73,207,436
2951,498,167,436
2952,670,132,436
2953,705,128,436
2954,670,122,436
2955,353,0,436
2956,74,207,437
2957,503,169,437
2958,501,167,437
2959,385,132,437
2960,682,125,437
2961,693,100,437
2962,353,0,437
2963,504,167,438
2964,502,166,438
2965,385,133,438
2966,708,126,438
2967,694,112,438
2968,694,103,438
2969,353,0,438
2970,74,208,439
2971,505,170,439
2972,671,135,439
2973,385,133,439
2974,698,129,439
2975,671,124,439
2976,353,0,439
2977,496,232,440
2978,654,215,440
2979,503,169,440
2980,670,136,440
2981,385,133,440
2982,597,95,440
2983,675,55,440
2984,559,25,440
2985,353,0,440
2986,470,359,441
2987,75,209,441
2988,664,205,441
2989,505,170,441
2990,671,137,441
2991,385,133,441
2992,688,123,441
2993,666,59,441
2994,676,56,441
2995,353,0,441
2996,469,360,442
2997,362,259,442
2998,663,205,442
2999,670,138,442
3000,385,133,442
3001,695,124,442
3002,684,120,442
3003,676,58,442
3004,354,0,442
3005,75,209,443
3006,663,205,443
3007,505,168,443
3008,670,138,443
3009,385,134,443
3010,677,60,443
3011,354,0,443
3012,663,205,444
3013,511,164,444
3014,509,161,444
3015,670,139,444
3016,385,134,444
3017,673,61,444
3018,354,0,444
3019,471,360,445
3020,662,206,445
3021,509,167,445
3022,512,162,445
3023,510,160,445
3024,670,139,445
3025,708,136,445
3026,385,134,445
3027,712,119,445
3028,686,117,445
3029,598,101,445
3030,678,63,445
3031,354,0,445
3032,499,235,446
3033,655,215,446
3034,662,206,446
3035,511,164,446
3036,671,139,446
3037,678,65,446
3038,669,62,446
3039,355,0,446
3040,472,359,447
3041,670,214,447
3042,655,214,447
3043,76,210,447
3044,661,207,447
3045,671,125,447
3046,679,67,447
3047,355,0,447
3048,655,214,448
3049,76,210,448
3050,661,207,448
3051,511,164,448
3052,515,163,448
3053,385,135,448
3054,670,125,448
3055,679,68,448
3056,355,0,448
3057,670,214,449
3058,517,158,449
3059,670,140,449
3060,385,135,449
3061,671,125,449
3062,679,70,449
3063,575,24,449
3064,356,0,449
3065,518,159,450
3066,671,140,450
3067,702,116,450
3068,680,72,450
3069,356,0,450
3070,720,244,451
3071,501,237,451
3072,670,213,451
3073,517,155,451
3074,671,140,451
3075,707,118,451
3076,715,115,451
3077,689,113,451
3078,680,73,451
3079,357,0,451
3080,365,261,452
3081,76,211,452
3082,516,161,452
3083,520,155,452
3084,518,154,452
3085,385,136,452
3086,680,75,452
3087,357,0,452
3088,478,358,453
3089,657,212,453
3090,76,211,453
3091,521,158,453
3092,385,136,453
3093,681,77,453
3094,583,25,453
3095,358,0,453
3096,670,213,454
3097,77,211,454
3098,725,196,454
3099,716,114,454
3100,599,106,454
3101,358,0,454
3102,708,249,455
3103,670,222,455
3104,670,213,455
3105,519,158,455
3106,523,153,455
3107,671,139,455
3108,670,127,455
3109,682,80,455
3110,359,0,455
3111,709,249,456
3112,670,221,456
3113,670,213,456
3114,527,154,456
3115,670,138,456
3116,385,137,456
3117,670,127,456
3118,682,82,456
3119,359,0,456
3120,481,356,457
3121,670,222,457
3122,670,213,457
3123,521,156,457
3124,521,150,457
3125,670,137,457
3126,385,137,457
3127,670,128,457
3128,691,111,457
3129,671,72,457
3130,663,72,457
3131,360,0,457
3132,482,356,458
3133,729,300,458
3134,366,262,458
3135,670,213,458
3136,527,152,458
3137,709,116,458
3138,717,113,458
3139,683,85,458
3140,360,0,458
3141,482,356,459
3142,730,299,459
3143,670,223,459
3144,670,213,459
3145,528,154,459
3146,385,138,459
3147,702,115,459
3148,594,23,459
3149,360,0,459
3150,508,241,460
3151,793,234,460
3152,671,214,460
3153,525,155,460
3154,529,153,460
3155,385,138,460
3156,702,115,460
3157,360,0,460
3158,719,247,461
3159,793,233,461
3160,670,224,461
3161,671,214,461
3162,77,213,461
3163,530,153,461
3164,684,90,461
3165,361,0,461
3166,485,355,462
3167,793,232,462
3168,670,213,462
3169,77,213,462
3170,531,149,462
3171,700,117,462
3172,683,91,462
3173,361,0,462
3174,486,355,463
3175,670,225,463
3176,385,139,463
3177,692,111,463
3178,685,93,463
3179,529,152,464
3180,385,140,464
3181,685,94,464
3182,671,226,465
3183,78,214,465
3184,670,213,465
3185,530,151,465
3186,534,150,465
3187,535,148,465
3188,528,146,465
3189,531,144,465
3190,685,96,465
3191,670,227,466
3192,670,213,466
3193,536,147,466
3194,529,146,466
3195,530,145,466
3196,686,98,466
3197,671,227,467
3198,77,214,467
3199,670,213,467
3200,726,197,467
